Key,Index,Status,Title,Daily,Type,Giver,Introduction Dialogue,Resolution Dialogue,Requirements,Objectives,Rewards
MSQ041,41,In Game,Throw Me a Bone!,No,MAIN,MENU,"MENU: “There has to be a logical reason for this world to be like this.”
MENU: “Even if we’ve gotta tear out all our existing notions of reality and start from scratch, there still have to be answers and we can find them.”
MENU: “A scientist wouldn't just give up on understanding the world because it threw them a curveball like pipes fossilized in Jurassic bedrock.”
MENU: “There are always answers and the scientific method can lead us to them.”
MENU: “Keep scavenging around inside the caves with your Kami, we need more data.”
MENU: “We’ve got to observe the environment so that we can orient ourselves to it.
MENU: “So get out there and do some observing!”","MENU: “Whoa! That isn't some fossilized dinosaur bone, it's really huge.”
MENU: “This came from a creature of truly titanic proportions.”
MENU: “We'd better hope you don't run into a living one.”
MENU: “It's super sturdy though! Could be a good construction material.”
MENU: “I doubt its former owner will miss it much.”",Complete MSQ040,Scavenge 5 Bone Chunks,"2x Agency Reputation,1x Booster Pack"
MSQ042,42,In Game,Learning From a Master,No,MAIN,MINA,"MINA: “I suppose I can spare some information for you.”
MINA: “See the walls of this room? The large blocks of stone are smooth cut and fit together like the pieces of a puzzle.”
MINA: “It appears almost natural, but shows the great skill of the master craftsman.”
MINA: “You should have all the ingredients you need to practice.”
MINA: “Just grind up a bone chunk to make mortar and use it to fit your stones and bones together”
MINA: “It's a bit old fashioned, but it’s strong and long lasting.”","MINA: “Hmm. That looks…”
MINA: “It’s fine.”
MINA: “Maybe you were more of a bricklayer than a mason in a past life.”
MINA: “Not everyone can be talented, skilled, and beautiful all the time. You’ll get better.”",Complete MSQ041,Craft 1 Ashlar,4x Elders Loyalty
MSQ043,43,In Game,Sound of One Hand Clapping,No,MAIN,MINA,"MINA: “Head over to that temple by the entrance, and quit gawking at the scenery.”
MINA: “Most of what you’ll find in here was deposited by the flow of $MUSU.”
MINA: “However, this flow is far from uniform.”
MINA: “It’s more like a mountain river winding its way through the rocks, like that waterfall outside.”
MINA: “As it flows through these realms, pools and eddies are created as the current encounters obstacles in its path.”
MINA: “Inside these pools of $MUSU you can find not only the echoes of physical relics, but condensations of things which, within your world, exist only as concepts or abstractions.”
MINA: “Memorable dreams or intense nightmares, powerful emotions, or even raw physical sensations such as touch, sight, or sound.”
MINA: “That stuff can make for a really powerful reagent.”
MINA: “There’s a swirl in the currents like that in this room, and so this is a good place to scavenge some.”
MINA: “What are you waiting for? You won’t learn magic if you just keep standing there.”","MINA: “Wow, you really did it?”
MINA: “I didn’t think you would succeed so quickly. This stuff is pretty difficult to get your hands on.”
MINA: “As you’ve probably noticed, this is a physical material made of the sensation of hearing.”
MINA: “Haven’t seen that one before, huh?”
MINA: “There are six sensory essences like that in total. Think you'll be lucky enough to find them all here?”",Complete MSQ042,Scavenge 1 Essence of Hearing,4x Elders Loyalty
MSQ044,44,In Game,Mystery Machines,No,MAIN,MENU,"MENU: “The cute little temple by the entrance doesn’t lead anywhere else within the cave system, but it might have some good leads for our investigation.”
MENU: “The machines there are super weird.  And really, really old.”
MENU: “I see equipment from the labs plugged into it though. It's obviously connected somehow. We might find a clue how to get inside the building.”
MENU: “Let me scan the room and see what I can find.”
MENU: “Do some harvesting in the meantime, it usually helps me think.”","MENU: “the only thing on the monitors is static and the internal “logic” of their equipment is like something out of a fever dream; it’s all black boxes with nonsense circuitry.”
MENU: “It’s probably some kind of quantum tech, maybe we’ll find a book explaining it when we get into the labs.”
MENU: “Sorry I didn’t find anything useful, but wait…what’s that?”
MENU: “Another chip!”",Complete MSQ043,Harvest for >720 minutes at the Techno Temple,"4x Elders Loyalty,1x Unmarked Data Chip"
MSQ045,45,In Game,Can’t Stop With Just One,No,MAIN,MENU,"MENU: “This could be big! That datachip must have some juicy info on it.”
MENU: “Maybe it’s a journal or diary from someone important.
MENU: “Or a book on this crazy tech that I could use to upgrade myself.”
MENU: “This could be the breakthrough I’m looking for!”
MENU: “Quick, connect that datachip to the old laptop and I’ll see what I can pull off of it.”","MENU: “Oh.
MENU: “I see.”
MENU: “This contains blueprint instructions for designing and assembling structures in the Kamigotchi world using local materials.”
MENU: “That’s… Pretty cool?”
MENU: “Neither you nor your Kami really need to sleep, but it’ll be nice to have a place for your stuff.”
MENU: “Still, I was really hoping for something more significant.”
MENU: “They could at least have given me a cool book to read. I’d love to find out more about these machines.”",Complete MSQ044,Move to Lost Skeleton,"2x Agency Reputation,2x Booster Pack"
MSQ046,46,In Game,Sweet As Honey,No,MAIN,MENU,"MENU: “You can find these glittering candies growing on mushroom stalks down here.”
MENU: “They’ll probably show up in a few other places, too.”
MENU: “It’s not like Big Rock Candy Mountain, the candy doesn’t just show up on its own.”
MENU: “The Honeydew Scale is actually a small insect native to dark environments like this cave.”
MENU: “The candy is like a protective shell that builds up over time on their backs.”
MENU: “This has nothing to do with my mission to get inside the labs, but it’s really neat!”
MENU: “Besides, it’s handy that you can find them here. They look like a great natural food source for your Kami.”
MENU: “Let’s rest here for a bit and let your Kami scavenge some.”
MENU: “Take in the sights while I try to figure out where we should go next.”","MENU: “Honeydew Scale is a delicious and renewable food source, but it’s not always easy to find.”
MENU: “We’re pretty lucky to find so many of them in one place.”",Complete MSQ045,Scavenge 5 Honeydew Scale,"2x Agency Reputation,1x Booster Pack"
MSQ047,47,In Game,Ringing Any Bells I,No,MAIN,MINA,"MINA: “Hey. You.”
MINA “While Menu is doing her scans, can you examine that bell hanging above the crossroads for me?”
MINA: “It doesn’t appear to match the age or style of the decor we’ve seen in prior rooms.”","MINA: “Aha! Right as usual.”
MINA: “This bell is much more recent than the rest of the architecture.”
MINA: “It seems to be Iron Age, maybe Bronze, it all kind of blurs together after a while.”
MINA:  “I suppose that still isn’t very recent for you.”
MINA: “Anyway, that doesn’t matter, because it wasn’t hung here anywhere near when it was made.”
MINA: “Based on the way it’s anchored to the cave roof, I’d guess it was placed here within the last few decades.”
MINA:  “That would make it the work of our magician friends, but I’ll need to see more before determining what they were doing with it.”",Complete MSQ046,Harvest for >720 minutes at Cave Crossroads,4x Elders Loyalty
MSQ048,48,In Game,Pipe Dream,No,MAIN,MENU,"MENU: “In your world, there’s this concept called the law of superposition.” 
MENU: “It says that the rocks at the bottom are older than the rocks at the top and that stuff was laid down in sequential layers.”
MENU: “Even if those layers get tipped or flipped or something, there’s an original stacking order.”
MENU: “The pipes running through the walls kinda break that rule though. They’re actually older than the rock itself.”
MINA: “That might be a result of some of the magic left behind from the original inhabitants of this place. Hard to say.”
MINA: “If you scavenge some of the pipes, we might be able to tell you more.”","MENU: “My careful analysis has determined these pipes are probably the oldest things we’ve seen so far.”
MENU: “They’re super sturdy and protected from decay by that lustrous tarnish.”
MINA: “It’s like they’re being used as reinforcing bars for the stone.”
MINA: “If that’s not natural rock, it’s concrete to beat the Romans. And with a beautiful natural finish.”
MENU: “Don’t be silly. That doesn’t make any sense.”
MENU: “Anyway. The pipes are solid and rich in iron. We might be able to use this metal.”",Complete MSQ047,Scavenge 5 Patinated Pipes,"2x Agency Reputation,2x Elders Loyalty"
MSQ049,49,In Game,Community Service,No,MAIN,MINA,"MINA: “The litter is out of control, even inside of these caves.”
MINA: “At least the literal piles of garbage haven’t made it here yet.”
MINA: “You’re good at menial tasks. Do me a favor and pick up a few of the cigarette butts, at least.”
MENU: “That’s not going to do anything, you know they'll just come back. Don’t you have anything more import-”
MENU: “...”
MENU: “Actually, could you give them to me afterwards? I have an idea.”
MINA: “Please don’t share it with us.”","MENU: “Exactly as I suspected.”
MENU: “These are a fine source of Microplastics!”
MENU: “You can just grind them up in that Spice Grinder from Mina’s shop.”
MINA: “I should sell you a second one.”
MINA: “You can use it just for cigarettes.”
MINA: “And here, take this card. You might need it after dealing with such filthy things.”",Complete MSQ048,Scavenge 15 Cigarette Butts,"2x Elders Loyalty,2x Agency Reputation,1x “Melkarth’s Heroic Awakening” Spell Card"
MSQ050,50,In Game,You Smelt It…,No,MAIN,MINA,"MINA: “Those pipes don’t seem structurally necessary, so there shouldn’t be any harm in yanking them out and melting them down.”
MINA: “Use the portable burner to do it. It can get hotter than you might think.”
MINA: “It came with a crucible. Don’t worry if you never noticed before.”
MINA: “You can also make ingots from those scrap metal cans you found on the surface.”","MINA: “This is just an ordinary alloy of good quality.”
MINA: “I had hoped that the smelting process would have cooked out some interesting magical residues.""
MINA: ""Even so, this could be fine building material.”",Complete MSQ049,Craft 1 Ingot,2x Elders Loyalty
MSQ051,51,In Game,Ringing Any Bells II,No,MAIN,MENU,"MENU: “Something in the cave crossroads is still ringing a bell. Pardon the joke.”
MENU: “You still have that essence of hearing your Kami scavenged earlier, right?”
MENU: “Mina, do you think it would let me hear things the way I could when I had a body?”
MINA: “An interesting theory dear, I don’t see the harm in testing it.”
MINA: “The operator can always scavenge another essence.”
MINA: “I think you should go for it.”
MENU: “Let’s do it. Operator, get me an Essence of Hearing please, it’s time for some science.”","MENU: “Thanks!”
MENU: “If the “Magicians” as Mina calls them really hung that bell…”
MENU: “Maybe I’ve heard it ring in the past.”
MENU: “If I hear it ring again, it might awaken some hidden memories.”
MENU: “I’ll hold off on using the Essence until we’re ready to try.”
MENU: “I don’t know how long this unintended effect will last. I wouldn’t want to waste it and make you go scavenge for more.”",Complete MSQ050,Give 1 Essence of Hearing,"4x Agency Reputation,4x Elders Loyalty,2x Booster Pack"
MSQ052,52,In Game,Ringing Any Bells III,No,MAIN,MENU,"MENU: “I’m ready. Time to ring that bell.”
MENU: “It’s pretty big, so make sure you give it a good hard smack.”
MENU: “If I’m going to hear it, I want to really hear it!”
MINA: “Use the biggest rock you can get as a mallet. Make an Ashlar if you have to.”","MENU: “Ah!”
MENU: “It’s such a lovely sound…”
MENU: “So deeply safe and resonant, and…and I….I remember something…”
MENU: “Hey! I remember something!”
MENU: “It’s…”
MENU: “I was in the labs somewhere, there were people standing around me.”
MENU: “They were above me, so I must have been laying down.”
MENU: “The room was dark. There was incense burning, and that bell was ringing, that exact one.”
MENU: “There were five of them, two women and three men.”
MENU: “They all seem so familiar, I know these people.”
MENU: “I recognize their faces, I just can’t remember who they are.”
MENU: “They were casting a spell on me I think? Some sort of protective charm or good luck ritual.”
MENU: “I never believed in that stuff, but… Now I just don’t like to think about it.”",Complete MSQ051,"Move to Cave Crossroads,Give 1 Ashlar","6x Agency Reputation,4x Elders Loyalty"
MSQ053,53,In Game,Flash Back,No,MAIN,MINA,"MENU: “Mina, can you see the paper talismans around the Crossroads?”
MENU: “They might be easy to miss with the naked eye.”
MINA: “Of course. Obviously some sort of magical item or artifact.”
MINA: “Bring one to me.”","MINA: “This looks to be the work of Menu’s magician friends.”
MENU: “Do you think so?”
MINA: “Of course. Look closely. See how it has a little picture of a Kamigotchi?”
MENU: “Sure. Cute little guy.”
MINA: “Those magicians had quite a learned approach with their application of the craft.”
MINA: “It’s a shame that their intellect was matched by what they lacked in wisdom.”
MINA: “This talisman is a clever bit of spellwork, but very lacking in prudence.”
MINA: “It sacrifices a part of the self for the power it grants.”
MINA:  “There are always tradeoffs when it comes to magic, but there are better reagents than one’s own soul.”
MINA: “I wouldn’t retain my stunning good looks if I relied on spells like this.”",Complete MSQ052,Give 1 Flash Talisman,"2x Elders Loyalty,2x Agency Reputation,2x Booster Pack"
MSQ054,54,In Game,Out of the Blue,No,MAIN,MINA,"MINA: “Are your Kami feeling hungry?”
MINA: “You can always come back to my shop, you know.”
MINA: “I suppose if you’re too lazy to make the trip, I can let you in on some useful information.”
MINA: “These blue flowers that grow on the cave walls are edible.”
MINA: “You won’t be satisfied eating just one, and they aren’t very nutritious.”
MINA: “They are quite plentiful, though. And honestly delightful.""","MINA: “See? Practically effortless to acquire.”
MINA: “You’re likely to find more the deeper you go into the caves.”
MINA: “It’s a common flower that grows more easily in the dark.”",Complete MSQ053,Scavenge 10 Blue Pansy,2x Elders Loyalty
MSQ055,55,In Game,Stop and Smell the Lotus,No,MAIN,MINA,"MINA: “In the underground lake at the bottom of these caves, you can find lotus flowers of uncommon size.”
MINA: “Do you see how their blossoms are shaped? Those shapes create eddies in the $MUSU currents.”
MINA: “If you remember your lessons, you’ll know that means they’re a potential source of sensory essences.”
MINA: “It’s pretty strange to find two different essences so close to each other.”
MINA: “Someone probably cultivated them here so they could get the whole set.”
MINA: “Have your Kami scavenge some essence of smell for us, but be careful, it’s a bit volatile.”","MINA: “Not too shabby.”
MINA: “I thought they might all fly away before you managed to catch one.”",Complete MSQ054,Scavenge 1 Essence of Smell,"4x Elders Loyalty,1x Booster Pack"
MSQ056,56,In Game,Feel Like a Mushroom Myself,No,MAIN,MENU,"MENU: “Wow, the garden down the middle of this cave just keeps going.”
MINA: “These mushrooms are rarely found in such dense numbers.”
MINA: “If you look closely, you can see the second layer already growing in.”
MINA: “It’s a fungus that grows like a weed when fed properly, but it can rarely get what it wants.”
MENU: “My old friends must have cultivated them hoping to block our way. I don’t think that’ll work very well.”
MENU: “Set your Kami harvesting while I take a closer look.”","MENU: “Being in this place reminded me of something else.”
MENU: “I think I remember one of the people from that ritual being a gardener of some sort.”
MENU: “They always brought the most beautiful flowers and plants into the office.”
MENU: “Maybe they had something to do with all these mushrooms.” 
MENU: “I unfortunately can’t tell you more with my memory as fragmentary and blocked as it is right now.”
MENU: “If you think it’s frustrating, imagine how I must feel, haha!”
MENU: “Haha…”
MENU: “They must have really wanted me out of the loop.”",Complete MSQ055,Harvest for >720 minutes at Thriving Mushrooms,"4x Agency Reputation,2x Elders Loyalty"
MSQ057,57,In Game,Top 10 Smoke Spots in Kamigotchi World,No,MAIN,MENU,"MENU: “That spot overlooking the pit… It seems like it would be a great place to stop and have a smoke.”
MENU: “I used to love to smoke. It’s one of the things I miss most about your world.”
MENU: “It’s funny that I remember that despite not remembering very much else from my past life.”
MENU: “If I could burn one right now I bet all my memories would come flooding back.”
MENU: “Give me some cigarette butts? Not even for the microplastics.”
MENU: “Just for old time’s sake.”","MENU: “If I still had a body I would happily smoke the last of those butts.” 
MENU: “If you’ve ever really craved a cigarette and gone digging around in ashtrays for a half smoked cig you’d know how I feel.”
MENU: “Nothing we can really do about that though.”",Complete MSQ056,"Move to Slippery Pit,Give 1 Cigarette Butt",6x Agency Reputation
MSQ058,58,In Game,Flower of the Flock,No,MAIN,MENU,"MENU: “These blue flowers you find in the caves, they’re so striking.”
MENU: “They look like the butterflies in the fields and woods outside.”
MENU: “Maybe there’s a connection between them?” 
MENU: “You should deliver some to Mina, she can probably tell us more about them.”
MINA: “I’ve already explained how they can be used in a delightful salad.”
MINA: “But you raise an interesting question. I’ll be happy to take a look.”
","MINA: “The resemblance is truly uncanny.”
MINA:  “I doubt that’s a coincidence.” 
MINA: “The butterflies themselves are fragments of human souls, that’s what gives them their unique magic properties.”
MINA: “However, these flowers are mere mimics.”
MINA: “I’m not sensing even a trace of soul within them. They’re just flowers.”
MINA: “Perhaps their appearance allows them to attract real souls for pollination?”
MINA: “Or maybe they look like this so that soul predators will eat them and spread their seeds?”
MINA: “I think I would like to study these further, thank you for bringing them to me.”
MINA:  “Menu was right to think I’d find them interesting.”
MINA:  “Since she’s helped me with this and with so many other things, I should help her with something too.”
MINA: “That’s what friends are for is it not?”",Complete MSQ057,Give Mina 20 Blue Pansy,"4x Elders Loyalty,2x Agency Reputation,2x Booster Pack"
MSQ059,59,In Game,"Ordinary Intermediate Potion Crafting (Very Boring) I
",No,MAIN,MINA,"MINA: “Hey, shh.” 
MINA: “Be quiet. We don’t want Menu to hear us.”
MINA: “I’m sure that’s impossible considering where this conversation is taking place, but I’m trying.”
MINA: “Menu is more magical than she likes to think, so I put up anti-scrying measures.”
MINA: “They should work as long as she remains unaware of their presence.”
MINA: “It’s time to teach you some intermediate hexerei with a recipe I’ve just invented.”
MINA: “Bring me some cigarette butts from the cave system. I know I think they’re disgusting, but it’s important.”
MINA: “And don’t tell Menu anything, we don’t want to spoil the surprise.”","MINA: “Ahh, perfect! That will do nicely.”
MINA: “This might look like useless smelly trash, but many things are more than they appear.”
MINA: “We just need two more ingredients. They’ll be hard to get, but not impossible.” MINA: “Head down the central passageway of the caves, stop in that fungus garden, and wait for me.”
MINA: “Be quick about it.""",Complete MSQ058,Scavenge 20 Cigarette Butts,"4x Elders Loyalty,1x Booster Pack"
MSQ060,60,In Game,"Ordinary Intermediate Potion Crafting (Very Boring) II
",No,MAIN,MINA,"MINA: “The mushroom garden in the central hall of this cave is adorable.”
MINA: “It seems to have been abandoned recently. A few decades, maybe a few centuries ago at the most.”
MINA: “While the fungus of the underworld has its own uses, I’m more interested in something else.”
MINA: “You can find rare stone flowers hiding among the mushroom patches.”
MINA: “Those flowers are another of the sensory essences. Make sure to have at least one in your pocket for our potion.”","MINA: “Nicely done! Bring it back to my shop, and remember not to say anything to you-know-who.”
MINA: “;)”",Complete MSQ059,Scavenge 1 Essence of Taste,"2x Elders Loyalty,1x Booster Pack"
MSQ061,61,In Game,Ordinary Intermediate Potion Crafting (Very Boring) III,No,MAIN,MINA,"MENU: “What’s with these random tasks that Mina has you doing?”
MENU: “She won’t tell me anything about it. And I'm having a hard time seeing what you're doing all of a sudden!”
MENU: “Hey, where are you going?”","MINA: “Hey there, Operator. And shoo Menu, this is a private matter.”
MENU: “But I wanna see! What are you working on? Is it a new potion?”
MINA: “Yes. Now please leave us be.”
MENU: “Awww come on, why? Have I not been a good enough menu?”
MINA: “You’re a very good Menu.”
MINA: “I don’t mean to be rude, but your disembodied presence is interfering with a very delicate crafting process.”
MINA: “Once the potion is completed we’ll show you the final product. I promise.”
MENU: “Okay, fine, fine, I’ll wait outside.”",Complete MSQ060,Move to Convenience Store,"2x Elders Loyalty,1x Booster Pack"
MSQ062,62,In Game,Ordinary Intermediate Potion Crafting (Very Boring) IV,No,MAIN,MINA,"MINA: “Is she gone?”
MINA: “Phew, that was a close one.”
MINA: “Now, observe closely. Even though these butts have been smoked down to stubs, there is still a bit of tobacco left inside them.”
MINA:  “Menu doesn’t have a physical form. Obviously, just collecting the loose tobacco won’t let her actually smoke.”
MINA: “And even with the Essence trick we tried with that bell, it’s too short-lived and singular.”
MINA: “But I’ve got it all worked out now.”
MINA: “Peel the petals of the Essence of Taste and grind them up in your mortar.”
MINA: “They’ll release oil and emulsify into a thin slurry.”
MINA: “Now, fold in the tobacco.”","MINA: “That looks perfect, now we can give it to Menu.”
MINA: “I wish I could see the look on her face…”
MINA: “I wonder what it looks like?”",Complete MSQ061,Craft Uninteresting Paste,"2x Elders Loyalty,1x Booster Pack"
MSQ063,63,In Game,Ordinary Intermediate Potion Crafting (Very Boring) V,No,MAIN,MINA,"MINA: “Now that we’ve crafted this sacred incense, you’ll need to burn it in a spot where the $MUSU currents can carry the smoke properly.”
MINA: “Head over to the Torii Gate down the road.”
MINA: “The currents there should work nicely and be far enough away that I don’t get any secondhand smoke at my shop.”
MINA: “Once you’re there, burn the paste in your portable burner.”
MINA: “Don't tell Menu what you're doing, she'll figure it out soon enough. ;)”","MENU: “Hey what’s that flavor?”
MENU: “Huh? HUHHH? WHAT?!”
MENU: “Oh my gosh. Oh this is so nice I can feel my pixels chilling out.”
MENU: “What did you…? How did you…?”
MENU: “Mina you sneak! So this is what you two were up to.”
MENU: “Gosh this makes me so happy. It really takes me back… This is calling up so many memories.”
MENU: “I remember the first time I ever smoked, I was sitting in an empty lot after skipping school.”
MENU: “The principal had yelled at me for something stupid and I just started crying and ran out of the building.”
MENU: “I ended up in this lot next to a gas station that was full of spring wildflowers. A homeless guy saw me sitting there sobbing and offered me a smoke.”
MENU: “It was nice, the flowers were pretty.”
MENU: “Oh! Oh and the next time I smoked was after the first time I had sex.”
MENU: “I had met up with this guy I met online and uh…well you probably don’t want details, but it wasn’t a great experience.”
MENU: “He fell asleep afterwards and I sat on his porch chainsmoking for like three hours.”
MENU: “Huh, it’s no wonder I was so addicted to them.”
MENU: “I know none of these memories really help you understand the world any better, but they mean a lot to me.” 
MENU: “Thank you, thank you so much.”",Complete MSQ062,"Move to Torii Gate,Give Uninteresting Paste","6x Agency Reputation,6x Elders Loyalty"
MSQ064,64,To Update Text,Full Flood,No,MAIN,MINA,"MINA: “The mural on the wall outside of that antediluvian facility.”
MINA: “Do you recognize the story it depicts?”
MINA: “Nearly all cultures have their own version of the tale. It happened many, many times over the years.”
MINA: “Harvest in that room and I shall study the mural. Perhaps this will tell the story in a way we haven’t all heard before.”","MINA: “The people who painted this lived in a society of great wealth and technological advancement.”
MINA: “As a great flood befell them, gods descended from the heavens to assist a chosen few.” 
MINA: “More or less the same story as always. The details change, but the core remains.”
MINA: “You may even remember tales like this from your own history.”
MINA: “More have been forgotten than remembered.”",Complete MSQ063,Harvest for >720 minutes at Flood Mural,"2x Elders Loyalty,2x Booster Pack"
MSQ065,65,To Update Text,Old Fiends,No,MAIN,MENU,"MENU: “There’s a calm underground stream at the bottom of these caves.""
MENU: “The little carving on that rock seems familiar to me somehow. I think I recognize the initials.” 
MENU: “Do some harvesting here while I try to remember.""
MENU: “That tobacco you gave me earlier is kind of helping me focus.”","MENU: “I studied that engraved message. It brought some memories flashing back.”
MENU: “I think I actually knew those people.”
MENU: “One of them, I definitely remember her being really scary.”
MENU: “The other one, he thought he was really funny for some reason.”
MENU: “But I don’t think he was all that clever.""
MENU: “Still can’t remember their names, though.”",Complete MSQ064,Harvest for >360 minutes at Still Stream,2x Agency Reputation
MSQ066,66,To Update Text,First Contact,No,MAIN,MINA,"MINA: “In the middle of that facility, there’s a huge black door that doesn’t quite match the rest of it.”
MINA: “It’s sealed up tight. I want you to check out the engraving on the face.”
MINA: “Another old story that happened many times over the course of history.”
MINA: “Gods granting knowledge to humanity, advancing their progress.”
MINA: “Harvest some $MUSU while I read this and I’ll tell you about it.""","MINA: “Like the great flood, this is another recurring story.”
MINA: “The gods can’t seem to help themselves.”
MINA: “A fascination with the ephemeral, perhaps?”
MINA: “Or possibly, it’s like wanting the best for your pets.”
MINA: “Whatever the motivation, gods have granted knowledge or power to humans  countless times throughout history.”
MINA: “This is just one of many. A mythic world forgotten and left abandoned.”
MINA: “Until recently, it seems.”",Complete MSQ065,Harvest for >360 minutes at Engraved Door,"4x Elders Loyalty,1x Booster Pack"
MSQ067,67,To Update Text,Soaked to the Bone,No,MAIN,MENU,"MENU: “There’s another skeleton in the caves here, crumpled in the water underneath that observation deck.”
MENU: “It could be someone I know. My memories are coming back more easily now.”
MENU: “Let me do some scans and rack my circuits.”
MENU: “Have your kami do some harvesting over there while you wait for me.”","MENU: “It seems like this guy died within the last few decades. I wonder where he came from?”
MINA: “Why don’t you ask him?”
MENU: “Haha! That’s a good one. Hello, nice to meet you Mr. Skeleton!”
MENU: “What’s your story, Mr. Skeleton?”
MENU: “…”
MENU: “See? I guess he doesn’t want to talk.”",Complete MSQ066,Harvest for >360 minutes at Shabby Deck,"4x Agency Reputation,1x Booster Pack"
MSQ068,68,In Game,On the Fringes,No,MAIN,MENU,"MINA: “Deep in the ancient facility, there’s a hatch that seems to lead nowhere at all, directly into a cave wall.”
MINA: “I suspect this door might be meant to work like the entrance to my shop. I’m intrigued.”
MINA: “Menu, you’re good with machines, would you be a dear and take a look at it?”
MENU: “Sure! I’m on it! Operator, while you’re waiting for us, go ahead and harvest some $MUSU.”","MENU: “Alright, analysis complete.”
MENU: “These machines are hundreds of thousands of years old and they’re still in pretty good condition after all that time.”
MENU: “Is that crazy or what?”
MENU: “Unfortunately, that’s about all I can tell you about them.”
MENU: “I don’t exactly have access to the manuals, and the internals look like a bad dream. Nothing rational going on in there.”
MENU: “The monitor on the side has a label for Aether Readings, and another meter for something called GEM Fields, whatever those are.”
MINA: “I have some hypotheses.”
MENU: “Well, it’s all completely dead at the moment. And I think it needs some sort of control device, but it doesn’t seem like there’s one connected.”
MENU: “If you wanted to get it working again, you’d have to plug the wires into a new control device and then power it up somehow.”",Complete MSQ067,Harvest for >360 minutes at Hatch to Nowhere,"2x Agency Reputation,2x Elders Loyalty"
MSQ069,69,In Game,The Doors of Perception,No,MAIN,MINA,"MINA: “There’s a specific flow of $MUSU around that hatch to nowhere.”
MINA: “You should already know what I mean. It’s a fine place to harvest sensory essence.”
MINA: “Evidence is mounting. This whole place has been renovated to encourage the capture of all six senses.""
MINA: “Scavenge around with your kami, we’ll see what else turns up.”","MINA: “An Essence of Touch. What a surprise.”
MINA: “With this essence, arranging those stones to block the tunnel would have been a simple task.”
MINA: “There’s no chance for this to be mere good luck. This is turning out to be a very valuable place to gather resources.”
MINA: “I’ll see about writing up some new potion recipes. Stop by my shop later to see what I’ve come up with.”",Complete MSQ068,Scavenge 1 Essence of Touch,"4x Elders Loyalty,2x Booster Pack"
MSQ070,70,In Game,Reach Out And Touch Faith,No,MAIN,MINA,"MINA: “Something foul took place in the room with that broken tube. The $MUSU in there room feels tainted.”
MINA: “Whatever was contained within those tubes left an unpleasant imprint onto the world around it.”
MINA: “It seems like a bad idea to loiter for too long, but it’s worth investigating.”
MINA: “Harvest some of the room’s $MUSU and I’ll see to figuring out what happened.""","MINA: “Those shattered tubes once contained something very powerful.”
MINA: “I shouldn’t go into much detail. You wouldn’t accept it anyway, I think.”
MINA: “The residue of this power lingers within every object in the room.”
MINA:  “It’s strongest in the glass of the shattered tube and the hoses around it, but everything here has been touched.”
MINA: “To capture and use something like that as a power source…”
MINA: “Truly perverse.”",Complete MSQ069,Harvest for >720 minutes at Broken Tube,4x Elders Loyalty
MSQ071,71,In Game,A Turn of the Screw,No,MAIN,MENU,"MENU: “Hey so, I know Mina told you not to hang out too long in that broken tube room, but…”
MENU: “I can’t sense whatever she’s picking up on and there’s something of interest to us here.” 
MENU: “According to the map data, this room has a chance of dropping a screwdriver.”
MENU: “If you haven’t already grabbed one from the junkyard then this would be a great place to scavenge one.”
MENU: “Even if you don’t find one, give it a shot.”","MENU: “While you were scavenging, I cross referenced the drop table in this room with the one in the junkyard. It’s the same model screwdriver.”
MENU: “It must have been someone’s favorite.”
MENU: “I wonder who?”",Complete MSQ070,Make 7 Scavenging Rolls at Broken Tube,4x Agency Reputation
MSQ072,72,In Game,Platforming Game,No,MAIN,MENU,"MENU: “Even this deep, we’re still picking up trash.”
MENU: “They really got comfortable in here.”
MENU: “You might as well let the Kami poke around.”
MENU: “Maybe you’ll find something better than cigarette butts and stale burgers.”","MENU: “It must have been a hassle for people to pass through here.”
MENU: “Seems like a real gymnastics course with all that jumping and climbing.”
MENU: “You don’t seem to have any problem with it, though.”","In Room: Toadstool Platforms,Complete MSQ071",Make 3 Scavenging Rolls at Toadstool Platforms,2x Agency Reputation
MSQ073,73,In Game,What Lies Beneath,No,MAIN,MINA,"MINA: “The growth of these fungi… It’s a bit strange.”
MINA: “It’s a very large cavern in breadth and depth. The mushrooms nearly fill it.”
MINA: “They must be getting plenty of sustenance.”
MINA: “Harvest here a while. You’ll get a better sense of the decay.”","MINA: “As expected. Some kind of enormous rot beneath.”
MINA: “No way to know what it is for sure.”
MINA: “The growth is simply too thick.”",Complete MSQ072,Harvest for >360 minutes at Toadstool Platforms,2x Elders Loyalty
MSQ074,74,In Game,Operator Goes To Camp,No,MAIN,MINA,"MINA: “Go on. Get moving.”
MINA: “Menu tells me there’s a campsite ahead.” 
MINA: “You’re bound to find a clue left behind, the way these scoundrels litter.”","MINA: “A complete mess, as expected.”
MINA: “Not much of interest to me.”
MINA: “That charcoal drawing on the wall, though…”
MINA: “Have you seen anything like that before?”",Complete MSQ073,Move to Abandoned Campsite,2x Elders Loyalty
